,nombre,apellidos,nombreApellidos,movil,codigoPostal,pass,perfil,serviciosDisponibles,status,fotoV,bio,fechaInscripcion,estrellas,nOpinion
98,Sabas,Perea,Sabas Perea,694033375,44310,31833327,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,perfil_voluntaria_3.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",16/07/2021,3.5,6
99,Urbano,Villar,Urbano Villar,642324591,17493,22319873,Ambos,"['Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_7.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",31/01/2020,2.5,6
100,Vito,Carrillo,Vito Carrillo,691630061,24550,35347933,Ambos,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_8.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,30/06/2020,3.5,6
101,Jose Miguel,Gomila,Jose Miguel Gomila,605056402,36638,30037149,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia']",0,perfil_voluntario_7.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,01/03/2022,2.8,6
102,Bernardo,Neira,Bernardo Neira,646834179,08518,21201455,Voluntario,['El día a día'],0,perfil_voluntario_8.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,28/03/2020,3.2,6
103,Alfonso,Grau,Alfonso Grau,683440904,37468,12572698,Voluntario,"['Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_7.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,02/04/2020,3.3,6
104,Dionisia,Giménez,Dionisia Giménez,639233701,31481,65826000,Ambos,"['Salud', 'Servicios del Municipio']",1,perfil_voluntario_7.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,08/11/2019,2.7,6
105,Adrián,Belda,Adrián Belda,698749047,41130,65303862,Ambos,"['Amigos y Ocio', 'El día a día']",0,perfil_voluntario_8.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,25/09/2021,4.2,6
106,Laura,Barral,Laura Barral,645511442,24271,75402986,Ambos,"['Salud', 'Burocracia']",0,perfil_voluntario_5.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",14/04/2022,2.3,6
107,Jenaro,Bauzà,Jenaro Bauzà,636402311,46192,23832366,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_10.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,07/05/2021,3.0,6
108,Vicenta,Angulo,Vicenta Angulo,609070456,10620,64543947,Voluntario,"['Amigos y Ocio', 'Burocracia']",1,perfil_voluntaria_6.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,19/12/2019,3.5,6
109,Rosalina,Murillo,Rosalina Murillo,655632237,40461,38058971,Voluntario,"['Salud', 'Amigos y Ocio']",0,perfil_voluntario_8.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,09/09/2021,2.0,6
110,Calisto,Vilaplana,Calisto Vilaplana,641197274,15007,55044192,Voluntario,['Nuevas Tecnologías'],0,perfil_5vh.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,09/05/2021,3.2,6
111,Jordán,Lopez,Jordán Lopez,693136802,16708,54117902,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_3vh.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,03/05/2021,2.2,6
112,Haydée,Torralba,Haydée Torralba,697336438,32838,60674431,Ambos,"['Amigos y Ocio', 'Burocracia']",0,perfil_voluntaria_6.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,05/01/2022,3.7,6
113,Iker,Catalán,Iker Catalán,603560748,12318,44037143,Voluntario,"['Nuevas Tecnologías', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_3vh.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,04/10/2020,4.0,6
114,Loreto,Suárez,Loreto Suárez,621467555,45730,49907888,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",1,perfil_voluntaria_8.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",15/08/2020,2.8,6
115,Jose Carlos,Ramírez,Jose Carlos Ramírez,628986917,47671,65171616,Ambos,"['Amigos y Ocio', 'Burocracia']",0,perfil_3vh.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,26/10/2021,3.0,6
116,Goyo,Busquets,Goyo Busquets,623971676,14111,21610562,Ambos,"['Salud', 'Burocracia', 'Servicios del Municipio']",0,perfil_11vm.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,19/06/2021,3.3,6
117,Cleto,Rosa,Cleto Rosa,611181176,36854,42529867,Ambos,"['Amigos y Ocio', 'El día a día', 'Burocracia']",1,perfil_voluntario_5.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,27/10/2020,2.3,6
118,Paulino,Roda,Paulino Roda,672721756,29715,27542441,Voluntario,['Amigos y Ocio'],1,perfil_voluntaria_9.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,12/06/2022,3.2,6
119,Segismundo,Solera,Segismundo Solera,675403916,33749,64474355,Voluntario,"['El día a día', 'Servicios del Municipio']",1,perfil_2vm.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,01/03/2022,2.5,6
120,Rosario,Balaguer,Rosario Balaguer,694491183,12318,72122150,Voluntario,['Servicios del Municipio'],0,perfil_5vh.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,30/08/2020,3.0,6
121,Ignacia,Cabello,Ignacia Cabello,643556671,21440,40757789,Voluntario,['El día a día'],0,perfil_voluntario_10.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",25/02/2022,3.0,6
122,Benjamín,Quevedo,Benjamín Quevedo,609829474,19339,71913019,Ambos,"['Nuevas Tecnologías', 'El día a día', 'Servicios del Municipio']",0,perfil_voluntaria_7.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,22/07/2021,3.0,6
123,Luisa,Nicolau,Luisa Nicolau,676733375,33311,67647059,Ambos,"['Amigos y Ocio', 'El día a día', 'Burocracia']",1,perfil_voluntario_6.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,08/06/2021,2.5,6
124,Nereida,Canales,Nereida Canales,676648129,26338,85714562,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,perfil_voluntaria_1.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",11/07/2021,3.0,6
125,Jose Ramón,Feliu,Jose Ramón Feliu,691346308,22122,47786133,Voluntario,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_8.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,14/07/2021,3.0,7
126,Goyo,Sanabria,Goyo Sanabria,652717086,43201,17255337,Ambos,"['Salud', 'Burocracia', 'Servicios del Municipio']",1,perfil_11vm.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",19/06/2019,2.9,7
127,Enrique,Español,Enrique Español,674973376,26120,61413740,Ambos,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntario_9.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,06/09/2021,2.9,7
128,León,Sevillano,León Sevillano,697048829,04100,70405994,Voluntario,"['Nuevas Tecnologías', 'Burocracia']",0,perfil_voluntaria_1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,04/12/2020,2.1,7
129,Josep,Benet,Josep Benet,618580428,25692,60083110,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día']",0,perfil_voluntario_6.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,06/08/2020,3.1,7
130,Venceslás,Cabañas,Venceslás Cabañas,697037192,09259,75949513,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_5.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,12/10/2019,3.4,7
131,Aureliano,Alcolea,Aureliano Alcolea,670962093,50143,47711752,Voluntario,"['Nuevas Tecnologías', 'Salud']",1,perfil_voluntario_8.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,08/06/2020,2.4,7
132,Ciro,Guzmán,Ciro Guzmán,685556284,11339,42560192,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntaria_7.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,03/12/2019,3.1,7
133,Flavio,Ramos,Flavio Ramos,684259380,28529,57231336,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio']",1,perfil_11vm.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",09/05/2022,2.3,7
134,Amalia,Teruel,Amalia Teruel,690350914,37659,19919750,Voluntario,['Amigos y Ocio'],0,perfil_voluntaria_7.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",27/03/2021,3.0,7
135,Ignacio,Quero,Ignacio Quero,665724994,46419,15974808,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",0,perfil_voluntario_2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,18/11/2019,2.7,7
136,Vanesa,Cózar,Vanesa Cózar,699905909,27636,28749597,Voluntario,"['Salud', 'Burocracia']",0,perfil_voluntario_5.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,16/03/2022,3.1,7
137,Reynaldo,Abril,Reynaldo Abril,689129752,10371,16356281,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_5vh.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,10/04/2022,3.4,7
138,Rosario,Lara,Rosario Lara,652066654,09451,74580597,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,perfil_voluntario_2.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,01/07/2019,2.9,7
139,Ángeles,Sanz,Ángeles Sanz,673019337,22809,57225435,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntario_8.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,31/05/2020,3.3,7
140,Lucho,Torrecilla,Lucho Torrecilla,695428966,32623,20626993,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día', 'Servicios del Municipio']",1,perfil_voluntaria_7.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,15/11/2019,3.7,7
141,Fabián,Falcó,Fabián Falcó,669445709,15819,84206050,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio']",1,perfil_voluntaria_2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,12/01/2022,2.9,7
142,Manu,Gelabert,Manu Gelabert,628670781,36438,75276172,Voluntario,"['Salud', 'Burocracia']",1,perfil_voluntaria_9.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,25/11/2021,3.9,7
143,Bautista,Barrera,Bautista Barrera,616283501,08970,24404942,Ambos,"['Salud', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntario_8.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,22/10/2019,3.1,7
144,Mariana,Mir,Mariana Mir,644205146,50547,67785209,Ambos,"['El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_8.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,19/07/2020,3.4,7
145,Baudelio,Ayllón,Baudelio Ayllón,651375681,31260,29350170,Ambos,"['El día a día', 'Burocracia']",0,perfil_voluntario_6.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,18/04/2022,2.6,7
146,Daniela,Tapia,Daniela Tapia,683834920,32348,17207787,Voluntario,['Amigos y Ocio'],1,perfil_voluntaria_6.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",28/11/2019,2.4,7
147,Ani,Criado,Ani Criado,697558304,05514,77007893,Ambos,"['Salud', 'Amigos y Ocio']",1,perfil_voluntario_8.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,23/07/2021,3.3,7
148,Baudelio,Verdejo,Baudelio Verdejo,651372783,12579,29855770,Voluntario,"['Amigos y Ocio', 'Servicios del Municipio']",1,perfil_voluntaria_10.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,27/05/2021,3.9,7
149,Cecilio,Estevez,Cecilio Estevez,649316283,41530,23838892,Ambos,['Amigos y Ocio'],1,perfil_3vh.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,13/04/2021,2.4,7
150,Bruno,Bayo,Bruno Bayo,645753013,49742,59258066,Ambos,"['Salud', 'El día a día', 'Servicios del Municipio']",1,perfil_voluntaria_9.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,25/04/2022,3.6,7
151,Imelda,Gutierrez,Imelda Gutierrez,677754546,19141,54086104,Voluntario,"['Salud', 'Amigos y Ocio', 'Servicios del Municipio']",1,perfil_voluntaria_2.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,15/01/2021,4.3,7
152,Sancho,Carretero,Sancho Carretero,641658353,21860,58317502,Ambos,['El día a día'],1,perfil_voluntario_5.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,03/03/2021,2.4,7
153,Tania,Hoz,Tania Hoz,685172124,04118,29126148,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio']",1,perfil_voluntaria_7.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,18/11/2021,3.3,7
154,Cristina,Ariño,Cristina Ariño,629787397,32530,45090184,Voluntario,"['Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,perfil_voluntario_6.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,05/06/2019,3.0,7
155,Estefanía,Bilbao,Estefanía Bilbao,621489757,46717,64897963,Voluntario,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_10.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,13/05/2020,3.3,7
156,Simón,Yáñez,Simón Yáñez,676846874,38550,73131132,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día', 'Burocracia']",0,perfil_voluntaria_10.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,07/01/2022,3.1,7
157,Maximiano,Julián,Maximiano Julián,687817571,31151,39744388,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntaria_8.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,30/12/2021,2.4,7
158,Hernando,Miralles,Hernando Miralles,694628600,36428,61838384,Ambos,"['Amigos y Ocio', 'El día a día', 'Burocracia']",0,perfil_voluntario_5.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",15/06/2020,2.6,7
159,Jorge,Priego,Jorge Priego,654252239,25179,48927267,Ambos,"['Nuevas Tecnologías', 'El día a día', 'Servicios del Municipio']",0,perfil_voluntaria_7.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,01/12/2021,2.7,7
160,Eleuterio,Marín,Eleuterio Marín,660939850,24139,32225196,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Servicios del Municipio']",0,perfil_3vh.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,26/08/2020,2.6,7
161,Zacarías,Molina,Zacarías Molina,659466415,03409,28180223,Ambos,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_6.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,19/02/2020,3.6,7
162,Úrsula,Belmonte,Úrsula Belmonte,633935295,45908,52067777,Voluntario,"['El día a día', 'Servicios del Municipio']",0,perfil_voluntario_8.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,18/01/2021,4.0,7
163,Agapito,Sedano,Agapito Sedano,607796159,05690,44039985,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia']",1,perfil_voluntaria_6.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,18/05/2022,3.0,7
164,Ester,Cabo,Ester Cabo,643982302,30520,55458873,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",0,perfil_voluntaria_2.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,11/08/2020,3.1,7
165,Candelario,Garcés,Candelario Garcés,652820296,10820,58521938,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_1.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,26/02/2021,3.1,7
166,Antonia,Cazorla,Antonia Cazorla,661479813,15913,12923345,Ambos,"['Amigos y Ocio', 'El día a día']",0,perfil_voluntaria_6.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",19/10/2021,3.4,7
167,Paco,Bayona,Paco Bayona,675682511,07190,78316642,Voluntario,"['Salud', 'Burocracia']",0,perfil_voluntaria_2.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",18/10/2020,2.1,7
168,Serafina,Hidalgo,Serafina Hidalgo,697196575,39682,46072284,Voluntario,"['Salud', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntario_5.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,22/04/2020,2.9,7
169,Rafael,López,Rafael López,642838663,36584,77944029,Ambos,"['Salud', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntaria_7.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,06/10/2020,3.7,7
170,Fausto,Ríos,Fausto Ríos,641561700,05292,22833730,Ambos,"['Salud', 'Burocracia']",0,perfil_voluntario_5.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",03/05/2021,3.0,7
171,Perla,Mate,Perla Mate,631355811,30858,36890385,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,perfil_11vm.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,01/01/2020,2.9,7
172,Emma,Ángel,Emma Ángel,638741647,42212,60975586,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'El día a día']",0,perfil_voluntaria_8.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,01/02/2022,2.7,7
173,Adán,Marí,Adán Marí,660792329,33735,13797120,Ambos,"['Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntario_1.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,25/04/2020,3.4,7
174,Gracia,Calleja,Gracia Calleja,617244616,37798,46359010,Ambos,"['Amigos y Ocio', 'Servicios del Municipio']",1,perfil_voluntaria_7.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,08/09/2019,2.0,7
175,Selena,Cañizares,Selena Cañizares,644855147,33345,64118166,Voluntario,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",0,perfil_voluntaria_10.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,14/10/2020,2.7,7
176,Juan Luis,Carlos,Juan Luis Carlos,615872027,43764,77019594,Ambos,"['Amigos y Ocio', 'El día a día', 'Servicios del Municipio']",0,perfil_3vh.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,09/12/2019,2.6,7
177,Tania,Campo,Tania Campo,600411379,02611,46649291,Ambos,"['Nuevas Tecnologías', 'El día a día', 'Burocracia']",0,perfil_voluntaria_10.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,23/06/2021,3.4,7
178,Manuelita,Lladó,Manuelita Lladó,688517359,46408,28958935,Ambos,"['Amigos y Ocio', 'Servicios del Municipio']",0,perfil_voluntario_5.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,20/09/2019,3.0,7
179,Lope,Galvez,Lope Galvez,629420571,09109,62545675,Voluntario,"['Amigos y Ocio', 'Burocracia']",1,perfil_voluntaria_7.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",27/09/2021,2.9,7
180,Liliana,Novoa,Liliana Novoa,697694175,34305,74025862,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_9.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",19/07/2021,2.9,7
181,Herminio,Laguna,Herminio Laguna,653772637,19340,50688703,Voluntario,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntario_8.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,13/10/2020,2.9,7
182,Anselma,Torres,Anselma Torres,621244066,28660,81235793,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",1,perfil_voluntario_7.png,"Me gusta trabajar con otras personas, codo con codo, sumando fuerzas, compartiendo experiencias y aprendiendo unas de otras, creciendo juntos.",11/08/2021,2.9,7
183,José,Azcona,José Azcona,622472128,32815,33472151,Voluntario,['El día a día'],1,perfil_voluntario_5.png,Me gusta pasar mi tiempo ayudando a los demás y hacer nuevos amigos.,27/05/2021,3.0,7
184,Cirino,Lloret,Cirino Lloret,646651016,09268,78148797,Ambos,['Burocracia'],0,perfil_voluntaria_9.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,17/05/2021,3.3,7
185,Arsenio,Acevedo,Arsenio Acevedo,649367946,04479,52594177,Ambos,"['Nuevas Tecnologías', 'Salud', 'Amigos y Ocio', 'Burocracia']",0,perfil_voluntario_1.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,21/05/2021,2.7,7
186,Nazario,Castrillo,Nazario Castrillo,607915205,31291,71595869,Ambos,"['Nuevas Tecnologías', 'Salud', 'Servicios del Municipio']",1,perfil_voluntaria_9.png,Quiero devolver a la comunidad lo que me dieron sin pedir nada a cambio.,08/03/2020,3.1,7
187,Febe,Juárez,Febe Juárez,607966428,06183,30551646,Ambos,"['Nuevas Tecnologías', 'Salud', 'El día a día']",1,perfil_voluntaria_2.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,26/06/2020,1.9,7
188,Felix,Sala,Felix Sala,650875892,03770,68867277,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntario_6.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,06/10/2020,2.9,7
189,Carmen,Roma,Carmen Roma,642983096,11592,17180321,Ambos,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",1,perfil_3vh.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,17/11/2019,3.1,7
190,Chelo,Agustí,Chelo Agustí,642769949,20248,26857634,Ambos,['Servicios del Municipio'],0,perfil_voluntario_7.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,24/11/2020,4.0,7
191,Dani,Company,Dani Company,637616935,36212,15578233,Ambos,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_3.png,Me encanta sertirme útil y por eso estaría encantada de poder ayudarte.,26/04/2020,2.0,7
192,Caridad,Araujo,Caridad Araujo,665100326,05291,51390893,Voluntario,"['El día a día', 'Servicios del Municipio']",1,perfil_voluntario_5.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,25/08/2021,2.6,7
193,Perlita,Peiró,Perlita Peiró,649517477,33869,54331566,Ambos,"['Nuevas Tecnologías', 'Burocracia', 'Servicios del Municipio']",1,perfil_voluntaria_3.png,Soy una persona muy atenta. Me gusta aportar mi granito de arena siempre que puedo. Estaría encantada de poder acompañarte en lo que necesites.,16/06/2021,3.9,7
194,Dafne,Colomer,Dafne Colomer,645064231,36870,42657925,Ambos,"['Amigos y Ocio', 'Servicios del Municipio']",1,perfil_voluntaria_9.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,20/06/2021,2.7,7
195,Tito,Castell,Tito Castell,667566130,17482,50734632,Voluntario,"['Nuevas Tecnologías', 'Amigos y Ocio', 'El día a día', 'Burocracia', 'Servicios del Municipio']",0,perfil_voluntaria_6.png,Soy una persona a la que le fascina conocer personas diferentes y aprender de los demas para conseguir un objetivo común.,30/04/2020,3.4,7
